Station Name,Agency Name,State Name,District,Basin Name,Sub Basin Name,Date Collection,Longitude,Latitude,k,cl,ca,hco3,mg,f,ph_gen,Level (m)
Gonikoppal,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.94166667,12.21666667,56.25,42.6,NaN,NaN,31.564,0.12,9.704,NaN
Googi,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.63916667,16.38361111,10.6,21.3,NaN,NaN,72.96,1.3,8.116,NaN
Gopadi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.65305556,13.68916667,2.55,42.6,NaN,NaN,13.354,0.011,9.192,NaN
Gopalapura,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.89805556,12.70555556,3.5,49.7,NaN,NaN,25.4,0.16,8.186,NaN
Gopalapura,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.88805556,12.55277778,2.6,60.35,26,457.5,7.5,0.363128,8.58,NaN
Gopishitta,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.2425,14.90944444,2.7,35.45,26,134.244,20.5,0.43,7.9,NaN
Gorbal,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,76.12222222,15.97638889,54.4,269.8,NaN,NaN,189.69,2.07,9,NaN
Gotegali,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.3025,14.90388889,4.7,30,24,123,48.66,0.33,7.63,NaN
Gudde Mallapura,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.27583333,14.6,472.5,113.6,NaN,NaN,49.856,0.63,8.251,NaN
Gudgeri,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.36666667,15.11666667,0,205.9,114,213.5,0,0.437158,7.84,NaN
Gudibandeii,CGWB,Karnataka,Kolar,Pennar Basin,Pennar Upper,2018,77.68416667,13.67611111,6.5,46.15,23,292.8,36.48,1.15172,7.883,NaN
Gudpalli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.48,13.31333333,3.5,184.6,74,280.6,9.7,0.82069,7.949,NaN
Guledagudda,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,75.7875,16.05,2,177.5,NaN,NaN,3.6,0.87,8.726,NaN
Gulsinda,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.38861111,12.94388889,338.5,211,NaN,NaN,15.782,0.47,8.46,NaN
Gummagola,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.15194444,15.59194444,7.5,1633,496,91.5,48.64,0.699454,7.851,NaN
Gurmitkal1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Middle,2018,77.4,16.875,126.85,227.2,NaN,NaN,57.058,2.1,8.137,NaN
Haathuru,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,75.88111111,12.17166667,6,49.7,NaN,NaN,70.5,0.28,7.913,NaN
Hadlegere,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.905,13.12444444,2.6,177,NaN,NaN,4.8,0.44,8.19,NaN
Hadli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.13333333,12.4,3,479.25,68,170.8,7.3,0.463687,8.295,NaN
Hagalahalli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.12,12.47277778,3.7,152.65,68,170.8,17,0.26257,8.143,NaN
Hagare,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2018,75.96944444,13.13638889,5.3,309,NaN,NaN,7.3,0.24,8.3,NaN
Halbadi Jn,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.93472222,13.5175,32.55,56.8,NaN,NaN,21.852,0.016,7.514,NaN
Haldihal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.96666667,17.225,3.5,56.8,NaN,NaN,9.7,1.4,8.043,NaN
Haldipur,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.425,14.35416667,4.1,28.36,18,82,29.136,0.48,7.89,NaN
Halebudanur,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.95833333,12.54444444,125,31.95,62,329.4,104.57,0.355263,8.26,NaN
Hale Kote,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.17777778,12.84805556,5.3,218,NaN,NaN,37.5,0.64,8.65,NaN
Halgeri,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.49972222,14.5675,3.6,468.6,NaN,NaN,2.4,0.2,8.019,NaN
Halkal,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.80194444,13.82638889,0,177.5,NaN,NaN,0,1.9,8.335,NaN
Hampanur,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2018,76.16388889,14.35138889,31.8,308.85,52,256.2,60.7,0.413408,8.064,NaN
Hampasandra,CGWB,Karnataka,Kolar,Pennar Basin,Pennar Upper,2018,77.75138889,13.74305556,3.5,351.45,80,463.6,3.6,1.26897,7.451,NaN
Handikera Wadi,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.40222222,17.87777778,6.7,152,52,247,13.3,0.496855,7.87,NaN
Hangal A,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.13333333,14.76666667,115.8,49.7,NaN,NaN,131.328,0.36,8.247,NaN
Hanumakoppa,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.1,14.7,0,184.6,NaN,NaN,38.912,0.13,8.03,NaN
Hanumali,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2018,76.08472222,13.99722222,6.6,791.65,108,250.1,44.7,0.759777,8.201,NaN
Hanur,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,77.30555556,12.09166667,2.85,21.3,NaN,NaN,15.782,0.35,8.518,NaN
Hapkarni,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.28333333,14.90277778,6.3,32,28,149,44.992,0.45,7.26,NaN
HaralahalliA,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.67916667,12.49027778,476.6,209.45,80,103.7,60.8,0.440789,8.3,NaN
Haravoo,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.62777778,12.4625,5,24.85,34,73.2,36.48,0.322368,8.505,NaN
Harihalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.85583333,12.84083333,2.8,22,NaN,NaN,9.6,0.07,8.08,NaN
Harlakudi,CGWB,Karnataka,Hassan,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,75.74277778,12.95666667,3.9,73,NaN,NaN,10.9,0.075,7.8,NaN
Harobelavadi,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.07222222,15.62277778,68.45,49.7,22,103.7,52.202,0.224044,8.068,NaN
Hebbal B,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.59777778,16.48194444,2.3,553.8,0,0,30.2,0.45,7.711,NaN
Hebsur1,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.3,15.43333333,199.4,1576.2,120,237.9,170.24,0.377049,8.962,NaN
Helsi,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.16666667,18.06666667,0,347,142,293,0,0.603774,7.5,NaN
Hematemane,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.85833333,14.22916667,6.05,56,40,142,26.708,0.26,7.11,NaN
Hennali,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.83388889,12.83111111,2.7,24,NaN,NaN,19.4,0.1,7.89,NaN
Heravanadu,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.70833333,12.37916667,5.2,21.3,NaN,NaN,4.84,0.071,7.848,NaN
Hethakondanahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.14555556,12.77194444,2.1,184,0,0,20.672,0.34,8.29,NaN
Hirekerur (A),CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.41666667,14.45,7.5,142,NaN,NaN,72.96,0.51,8.173,NaN
Hirematha,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.43527778,14.26333333,3.6,17,24,156,9.6,0.38,7.76,NaN
Honakona,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.18416667,14.89111111,3.7,37,26,109,119.1,0.47,7.62,NaN
Honnavara,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.17805556,13.125,2,56,NaN,NaN,35.1,0.2,8.21,NaN
Honnegowdanahalli,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,76.62194444,11.76,5.3,71,NaN,NaN,21.852,0.81,8.502,NaN
Hosahalli(Gulburga),CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.58333333,17.58333333,319.7,191.7,NaN,NaN,38.848,2.2,7.903,NaN
Hosa Huli Halli,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.74722222,14.51638889,3,333.7,NaN,NaN,2.4,0.23,8.053,NaN
Hosalli,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.89166667,14.25277778,3.1,20,18,82,27.968,0.34,7.32,NaN
Hosapatna,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.90388889,12.38138889,4.2,56.8,NaN,NaN,35.1,0.23,7.93,NaN
Hoshalli,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2018,76.31666667,15.3125,6.7,71,NaN,NaN,6,0.81,7.815,NaN
Hosuru Betekeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.88111111,12.22138889,51.2,35.5,0,0,34.048,0.05,9.725,NaN
Huda,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.28472222,17.17916667,7.7,85.2,0,0,41.3,0.79,7.838,NaN
Hudikeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.94583333,12.08333333,2,35.5,NaN,NaN,31.616,0.082,7.455,NaN
Huduguru,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.86138889,12.51416667,11.5,63.9,NaN,NaN,13.3,0.25,8.612,NaN
Hulgur,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.22083333,14.63333333,58.5,482.8,NaN,NaN,58.368,0.21,7.879,NaN
Hulikal,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.04305556,12.69833333,43.75,196,NaN,NaN,18.21,0.7,8.72,NaN
Hulkoti,CGWB,Karnataka,Gadag,Krishna Basin,Krishna Upper,2018,75.55,15.42916667,3.85,259.15,20,372.1,10.926,0.893939,8.8,NaN
Hullahally,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.75277778,12.90361111,3.2,69,NaN,NaN,10.8,0.027,7.86,NaN
Hunnada Doddi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.0325,12.52055556,9.3,138.45,58,280.6,47.2,0.530726,8.272,NaN
Hunsemakki,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.78166667,13.59,1.9,35.5,NaN,NaN,12.14,0.018,9.215,NaN
Idagunji,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.49444444,14.22777778,71.3,15,18,81,20.638,0.56,7.81,NaN
Idooru Kunjadi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.78277778,13.75444444,8.2,35.5,NaN,NaN,58.368,0.028,8.57,NaN
Igoor,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.84555556,12.53611111,1.1,63.9,NaN,NaN,49.774,0.31,8.338,NaN
Ilhal,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,75.96555556,15.96166667,4.2,14.2,NaN,NaN,21.8,0.39,8.625,NaN
Inchanahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.22888889,12.75166667,3,838,NaN,NaN,32.778,0.89,8.92,NaN
Ingilgere,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.86583333,12.27277778,1.6,56.8,0,0,21.888,0.15,8.031,NaN
Islampur,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.01722222,17.77888889,345.3,71,26,117,53.416,1.27673,7.27,NaN
Islur,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.88333333,14.68333333,535.2,63.81,44,115,63.128,0.33,7.87,NaN
Itagi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2018,75.96861111,15.44361111,7,575.1,NaN,NaN,17.024,0.24,8.311,NaN
Jakkaladinni,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,77.06583333,16.18222222,2.6,695.8,80,683.2,9.712,7.4,8.22,NaN
Janekal,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,76.95388889,16.01527778,10.1,1760.8,440,146.4,24.32,0.048,7.94,NaN
Jaratgi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2018,76.6525,15.58944444,4.25,163.3,NaN,NaN,42.49,1.1,8.462,NaN
J.C.Pura,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2018,76.35055556,13.41638889,5.2,611,0,0,10.9,1.1,8.6,NaN
Jeratgi,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.45,17.01666667,3.5,227.2,NaN,NaN,4.8,1.7,8.438,NaN
Jogur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.61666667,17.10833333,4,170.4,NaN,NaN,38.91,1.9,8.183,NaN
Joida,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.475,15.16666667,4.9,24,22,119,4.8,0.33,7.63,NaN
Kabbinahakkalu,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.67638889,14.25972222,4.2,19,20,91.53,1.2,0.4,7.63,NaN
Kadanga,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.74111111,12.22416667,90.9,42.6,NaN,NaN,49.856,0.076,7.723,NaN
Kadanur,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.7625,12.20833333,434.8,92.3,NaN,NaN,25.536,0.18,7.745,NaN
Kadli,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.20833333,17.37777778,4.2,262.7,NaN,NaN,18.1,0.36,7.662,NaN
Kadra,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.34861111,14.825,8.2,33,24,120,184.528,0.32,7.8,NaN
Kakargal,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,77.06666667,16.35,6.8,134.9,60,259.9,44.8,3,8.32,NaN
Kakkabe,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.64305556,12.25472222,15.1,14.2,NaN,NaN,114.3,0.034,7.675,NaN
Kakkeri,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.58333333,16.36666667,0,120.7,NaN,NaN,0,1.3,7.792,NaN
Kakotu Parambu,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.76027778,12.25583333,3.5,35.5,NaN,NaN,20.6,0.12,7.771,NaN
Kalamangi,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Middle,2018,77.27083333,16.27083333,2,177.5,32,756.4,8.4,1.8,8.13,NaN
Kalgere,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,74.96722222,15.46361111,2.5,85.2,72,250.1,46.2,0.20765,8.261,NaN
Kalkatti,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.16138889,14.72861111,0,71,NaN,NaN,0,0.43,8.469,NaN
Kalkurdi,CGWB,Karnataka,Dharwad,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.92555556,15.18083333,26,231.8,8,0.584699,0,461,NaN,NaN
Kallur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.46666667,17.38333333,NaN,NaN,NaN,2.2,0,1560,NaN,NaN
Kamalanagar,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.75833333,17.575,38,155,80,0.805031,0,809,NaN,NaN
Kamalapur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.98333333,17.58333333,NaN,NaN,NaN,0.42,0,1710,NaN,NaN
Kanagod,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.93916667,14.38944444,18,96,16,0.21,0,245,NaN,NaN
Kanathur,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.93333333,13.01666667,NaN,NaN,NaN,0.29,0,1870,NaN,NaN
Kandikheri,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.36861111,18.23972222,36,142,43,0.522013,0,907,NaN,NaN
Kandlur,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.76638889,13.6375,NaN,NaN,NaN,0.044,0,330,NaN,NaN
Kaniyar,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.06444444,12.69972222,0,0,0,0.11,0,1070,NaN,NaN
Kannangaaru,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.77444444,13.12277778,NaN,NaN,NaN,0.019,0,300,NaN,NaN
Kannegeri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.735,15.05722222,28,85,16,0.32,0,167,NaN,NaN
Karadahalli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.80833333,12.775,28,341.6,61,0.27933,0,960,NaN,NaN
Karahari,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.78333333,17.60833333,NaN,NaN,NaN,0.28,0,580,NaN,NaN
Karajgi1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.21666667,17.26666667,NaN,NaN,NaN,0.5,0,670,NaN,NaN
Kardi (A),CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,76.17916667,16.1,NaN,NaN,NaN,2.08,0,3400,NaN,NaN
Karje,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.87583333,13.42694444,NaN,NaN,NaN,0.037,0,230,NaN,NaN
Karwar1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.13333333,14.8,30,159,21,0.36,0,342,NaN,NaN
Katakeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.70277778,12.41888889,NaN,NaN,NaN,0.081,0,490,NaN,NaN
Kattaya,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.07916667,12.89166667,NaN,NaN,NaN,0.6,0,910,NaN,NaN
Katur,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.93583333,14.81388889,40,96,27,0.33,0,369,NaN,NaN
Kawdley,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.93333333,12.76666667,48,372.1,76,0.614525,0,1063,NaN,NaN
Keilolli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.29,13.12,48,384.3,118,1.13103,0,1110,NaN,NaN
Kekan Halla,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,76.64166667,11.63333333,NaN,NaN,NaN,0.6,0,1030,NaN,NaN
Kelagadale,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.82916667,12.96888889,NaN,NaN,NaN,0.04,0,1040,NaN,NaN
Kembhavi1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.53333333,16.64583333,NaN,NaN,NaN,1.3,0,940,NaN,NaN
Kendatti,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.13611111,13.135,14,140.3,77,0.0482759,0,477,NaN,NaN
Keni,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.28888889,14.66944444,20,69,26,0.38,0,189,NaN,NaN
Keralapura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.17444444,12.58166667,NaN,NaN,NaN,0.25,0,1390,NaN,NaN
Kerur A,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,75.545,16.01083333,NaN,NaN,NaN,0.62,0,2100,NaN,NaN
Khagodu,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.75638889,12.37361111,0,0,0,0.048,0,940,NaN,NaN
Khanapur2,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.37083333,17.86805556,28,168,4,0.962264,0,573,NaN,NaN
Khanapur2,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.01666667,16.725,NaN,NaN,NaN,0.72,0,3800,NaN,NaN
Kirimanjeshwar,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.71666667,13.78333333,NaN,NaN,NaN,0.044,0,360,NaN,NaN
K.Mallenahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.33555556,13.03472222,NaN,NaN,NaN,1,0,1890,NaN,NaN
Kodihal,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,76.28333333,16.1,NaN,NaN,NaN,2.06,0,4600,NaN,NaN
Kodiyala1,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.84166667,12.45833333,82,250.1,106,0.901316,0,1544,NaN,NaN
Kodlipet,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.88333333,12.8,NaN,NaN,NaN,0.11,0,950,NaN,NaN
Kokkarne,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.83916667,13.45944444,NaN,NaN,NaN,0.014,0,160,NaN,NaN
Kolgibis,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.7625,14.55805556,64,152,29,0.33,0,634,NaN,NaN
Kollur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.43472222,17.53611111,NaN,NaN,NaN,1.4,0,3500,NaN,NaN
Kombutuki,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,77.56666667,11.98333333,NaN,NaN,NaN,0.32,0,1250,NaN,NaN
Koppa1,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.96666667,12.71666667,48,329.4,95,0.709497,0,1322,NaN,NaN
Kotbal,CGWB,Karnataka,Gadag,Krishna Basin,Krishna Upper,2018,75.91666667,15.75833333,36,146.4,152,1.80303,0,1813,NaN,NaN
Koup Uliyargoli,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.74722222,13.24722222,NaN,NaN,NaN,0.032,0,370,NaN,NaN
Krishnarajapet,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Upper,2018,76.48333333,12.66666667,68,170.8,15,0.361842,0,591,NaN,NaN
Kukkehalli,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.85277778,13.39222222,NaN,NaN,NaN,0.036,0,240,NaN,NaN
Kuknoor,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2018,75.98888889,15.49083333,NaN,NaN,NaN,0.28,0,3500,NaN,NaN
Kulgi,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.63333333,15.16666667,30,130,22,0.34,0,263,NaN,NaN
Kumbarhal,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,75.32972222,16.53972222,NaN,NaN,NaN,0.92,0,2300,NaN,NaN
Kumbarpet,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.75361111,16.5075,NaN,NaN,NaN,0.76,0,950,NaN,NaN
Kumbarwad,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.4,15.13333333,18,96,10,0.33,0,192,NaN,NaN
Kumta1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.4,14.4,18,146.448,13,0.35,0,172,NaN,NaN
Kunda,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,75.88972222,12.15111111,NaN,NaN,NaN,0.093,0,1050,NaN,NaN
Kunigal,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.76666667,12.88027778,NaN,NaN,NaN,0.023,0,1040,NaN,NaN
Kunnur,CGWB,Karnataka,Dharwad,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,75.13638889,15.22944444,NaN,NaN,NaN,0.42,0,800,NaN,NaN
Kunthur,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,77.03555556,12.125,NaN,NaN,NaN,0.34,0,1230,NaN,NaN
Kuppe,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.1875,12.65833333,NaN,NaN,NaN,0.12,0,1040,NaN,NaN
Kuppelur,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.14166667,14.9625,NaN,NaN,NaN,1.1,0,1950,NaN,NaN
Kuppi Guda,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,76.57388889,16.12888889,88,680,930,1.4,0,8400,NaN,NaN
Kurdi A,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,77.20777778,16.05111111,48,237.9,27,1.4,0,630,NaN,NaN
Kurkal,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.78777778,13.27111111,NaN,NaN,NaN,0.022,0,210,NaN,NaN
Kurkunda,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.1,16.58333333,NaN,NaN,NaN,1.3,0,2800,NaN,NaN
